"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"1224";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"8";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1225";9.41324;41.71057;"Paramuricea clavata (Risso, 1827)";"2021";"8";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1226";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"8";"17";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1227";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2021";"8";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1228";8.72246;41.83427;"Paramuricea clavata (Risso, 1827)";"2021";"8";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1229";6.09832;43.02795;"Paramuricea clavata (Risso, 1827)";"2021";"8";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1230";6.85085;43.40941;"Paramuricea clavata (Risso, 1827)";"2021";"8";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1231";6.36259;43.01827;"Paramuricea clavata (Risso, 1827)";"2021";"8";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1232";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2021";"8";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1233";8.61139;41.87774;"Paramuricea clavata (Risso, 1827)";"2021";"8";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1234";6.14078;43.01147;"Paramuricea clavata (Risso, 1827)";"2021";"8";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1235";8.625;42.018;"Paramuricea clavata (Risso, 1827)";"2021";"8";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1236";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2021";"8";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1237";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2021";"8";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1238";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2021";"8";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1239";7.07612;43.51593;"Paramuricea clavata (Risso, 1827)";"2021";"8";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1240";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2021";"8";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1241";5.32518;43.21383;"Paramuricea clavata (Risso, 1827)";"2021";"8";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1242";3.20444;41.89111;"Paramuricea clavata (Risso, 1827)";"2021";"8";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1243";7.07611;43.51583;"Paramuricea clavata (Risso, 1827)";"2021";"8";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1244";3.20861;41.89722;"Paramuricea clavata (Risso, 1827)";"2021";"8";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1245";6.70278;43.19361;"Paramuricea clavata (Risso, 1827)";"2021";"8";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1246";7.08298;43.5406;"Paramuricea clavata (Risso, 1827)";"2021";"8";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1247";5.393138;43.172752;"Paramuricea clavata (Risso, 1827)";"2021";"9";"5";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1248";15.495022;42.11241;"Paramuricea clavata (Risso, 1827)";"2021";"9";"5";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1249";9.851452;44.022937;"Paramuricea clavata (Risso, 1827)";"2021";"9";"4";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1250";5.287819;43.279585;"Paramuricea clavata (Risso, 1827)";"2021";"9";"26";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1251";5.2867;43.27991;"Paramuricea clavata (Risso, 1827)";"2021";"9";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1252";3.2647;42.23824;"Paramuricea clavata (Risso, 1827)";"2021";"9";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1253";9.39202;41.55665;"Paramuricea clavata (Risso, 1827)";"2021";"9";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1254";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2021";"9";"19";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1255";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2021";"9";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1256";6.40795;43.01834;"Paramuricea clavata (Risso, 1827)";"2021";"9";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1257";3.24906;42.24072;"Paramuricea clavata (Risso, 1827)";"2021";"9";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1258";8.79053;41.60924;"Paramuricea clavata (Risso, 1827)";"2021";"9";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1259";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"9";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1260";3.26296;42.2371;"Paramuricea clavata (Risso, 1827)";"2021";"9";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1261";9.41741;41.74817;"Paramuricea clavata (Risso, 1827)";"2021";"9";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1262";5.29351;43.28135;"Paramuricea clavata (Risso, 1827)";"2021";"9";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1263";9.06775;41.44252;"Paramuricea clavata (Risso, 1827)";"2021";"9";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1264";5.76606;43.07475;"Paramuricea clavata (Risso, 1827)";"2021";"9";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1265";6.27392;42.99328;"Paramuricea clavata (Risso, 1827)";"2021";"9";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1266";6.878576;43.42379;"Paramuricea clavata (Risso, 1827)";"2021";"10";"2";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1267";5.368179;43.17804;"Paramuricea clavata (Risso, 1827)";"2021";"10";"16";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1268";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"10";"5";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1269";8.72246;41.83427;"Paramuricea clavata (Risso, 1827)";"2021";"10";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1270";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2021";"10";"30";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1271";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"10";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1272";6.85085;43.40941;"Paramuricea clavata (Risso, 1827)";"2021";"10";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1273";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2021";"10";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1274";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2021";"10";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1275";8.72246;41.83427;"Paramuricea clavata (Risso, 1827)";"2021";"10";"10";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1276";9.41324;41.71057;"Paramuricea clavata (Risso, 1827)";"2021";"10";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1277";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2021";"10";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1278";6.36259;43.01827;"Paramuricea clavata (Risso, 1827)";"2021";"10";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1279";8.72246;41.83427;"Paramuricea clavata (Risso, 1827)";"2021";"10";"2";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1280";5.37087;43.17648;"Paramuricea clavata (Risso, 1827)";"2021";"10";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1281";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2021";"10";"2";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1282";5.3905;43.18565;"Paramuricea clavata (Risso, 1827)";"2021";"10";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1283";5.2867;43.27991;"Paramuricea clavata (Risso, 1827)";"2021";"10";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1284";5.39799;43.17402;"Paramuricea clavata (Risso, 1827)";"2021";"10";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1285";5.40277;43.17583;"Paramuricea clavata (Risso, 1827)";"2021";"10";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1286";5.3708;43.1766;"Paramuricea clavata (Risso, 1827)";"2021";"10";"9";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1287";5.39808;43.17285;"Paramuricea clavata (Risso, 1827)";"2021";"10";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1288";5.22833;43.19861;"Paramuricea clavata (Risso, 1827)";"2021";"10";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1289";5.33861;43.20778;"Paramuricea clavata (Risso, 1827)";"2021";"10";"24";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1290";14.02515;40.7498;"Paramuricea clavata (Risso, 1827)";"2021";"10";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1291";6.27392;42.99328;"Paramuricea clavata (Risso, 1827)";"2021";"10";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1292";5.38264;43.17452;"Paramuricea clavata (Risso, 1827)";"2021";"10";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1293";5.402492;43.175748;"Paramuricea clavata (Risso, 1827)";"2021";"11";"20";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1294";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2021";"11";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1295";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"11";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1296";5.74963;43.07542;"Paramuricea clavata (Risso, 1827)";"2021";"11";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1297";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2021";"11";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1298";9.40854;41.77259;"Paramuricea clavata (Risso, 1827)";"2021";"11";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1299";6.702;43.1875;"Paramuricea clavata (Risso, 1827)";"2021";"11";"6";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1300";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2021";"11";"13";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1301";5.33861;43.20778;"Paramuricea clavata (Risso, 1827)";"2021";"11";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1302";5.3708;43.1766;"Paramuricea clavata (Risso, 1827)";"2021";"11";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1303";3.20444;41.89111;"Paramuricea clavata (Risso, 1827)";"2021";"11";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1304";5.370783;43.176765;"Paramuricea clavata (Risso, 1827)";"2021";"12";"19";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1305";9.40712;41.78123;"Paramuricea clavata (Risso, 1827)";"2021";"12";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1306";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2021";"12";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1307";5.3708;43.1766;"Paramuricea clavata (Risso, 1827)";"2021";"12";"31";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1308";5.39385;43.17157;"Paramuricea clavata (Risso, 1827)";"2021";"12";"31";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1309";5.3708;43.1766;"Paramuricea clavata (Risso, 1827)";"2021";"12";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1310";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2020";"1";"12";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1311";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"1";"4";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1312";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"1";"3";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1313";5.2867;43.27991;"Paramuricea clavata (Risso, 1827)";"2020";"1";"26";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1314";9.40854;41.77259;"Paramuricea clavata (Risso, 1827)";"2020";"1";"18";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1315";5.337548;43.207717;"Paramuricea clavata (Risso, 1827)";"2020";"2";"20";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1316";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2020";"2";"16";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1317";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"2";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1318";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"2";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1319";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"2";"2";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1320";5.230287;43.199501;"Paramuricea clavata (Risso, 1827)";"2020";"3";"23";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1321";5.33848;43.20783;"Paramuricea clavata (Risso, 1827)";"2020";"3";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1322";5.39522;43.17863;"Paramuricea clavata (Risso, 1827)";"2020";"3";"15";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1323";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"3";"8";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1324";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2020";"3";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1325";5.39871;43.1738;"Paramuricea clavata (Risso, 1827)";"2020";"3";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1326";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"3";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1327";5.759365;43.077499;"Paramuricea clavata (Risso, 1827)";"2020";"5";"22";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1328";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"5";"31";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1329";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"5";"23";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1330";15.524118;42.138285;"Paramuricea clavata (Risso, 1827)";"2020";"6";"14";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1331";5.3987;43.1738;"Paramuricea clavata (Risso, 1827)";"2020";"6";"1";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1332";5.335;43.209;"Paramuricea clavata (Risso, 1827)";"2020";"6";"24";"http://creativecommons.org/licenses/by-nc/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1333";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2020";"6";"21";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1334";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"6";"22";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1335";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"6";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1336";9.40894;41.77007;"Paramuricea clavata (Risso, 1827)";"2020";"6";"28";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1337";9.40162;41.79655;"Paramuricea clavata (Risso, 1827)";"2020";"6";"7";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1338";8.73877;41.83976;"Paramuricea clavata (Risso, 1827)";"2020";"6";"1";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1339";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"6";"14";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1340";9.41917;41.74893;"Paramuricea clavata (Risso, 1827)";"2020";"6";"20";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
"1341";9.40496;41.77458;"Paramuricea clavata (Risso, 1827)";"2020";"6";"27";"http://creativecommons.org/licenses/by/4.0/legalcode";". Accessed from R via rgbif (https://github.com/ropensci/rgbif) on 2026-04-20";211;"211";"211"
